ID,Prediction
1,0.22594845185762077
2,0.19687871590696535
3,0.2075686372670493
4,0.2073987980075704
5,0.2151991733628325
6,0.21760315629589957
7,0.21445434989661213
8,0.22011488035844837
9,0.539126831435319
10,0.24705560203941693
11,0.23719778018243567
12,0.20488533890714908
13,0.2050528880590204
14,0.1995066093424339
15,0.2220893223259566
16,0.2813086608484145
17,0.21805355966153525
18,0.39203542994584956
19,0.2293266446020964
20,0.22256314264357413
21,0.45717240670763015
22,0.22193746362284553
23,0.9999987513200583
24,0.22071116022603043
25,0.21032895843684707
26,0.2473095537275753
27,0.31087572340717506
28,0.24339915239966212
29,0.2298564227447961
30,0.21867293858521258
31,0.22239246890907313
32,0.22848480613374175
33,0.2274515354391896
34,0.2236272499567962
35,0.20930327515881741
36,0.23965249454915494
37,0.21391773465881336
38,0.22870407037041654
39,0.22835213155242187
40,0.5616686994514462
41,0.2505058101780752
42,0.2070045210140216
43,0.9734460603595487
44,0.2153666830413659
45,0.21595428975962788
46,0.20795163983759224
47,0.20631247078777964
48,0.1971419114606832
49,0.2173164132757289
50,0.22421459892137843
51,0.19932415893995725
52,0.2126715005040909
53,0.2260763166364444
54,0.22575963151395162
55,0.998171136859227
56,0.2386835204872532
57,0.21692613772642208
58,0.2007193405966231
59,0.22721800692294733
60,0.2188304027389618
61,0.2070327036665903
62,0.4279080117106489
63,0.22757922421327625
64,0.21160659509707783
65,0.23821885668732531
66,0.21243494589929127
67,1.0
68,0.23189398640080922
69,0.24006894376935678
70,0.22374583230714606
71,0.20219240784419026
72,0.21977844343670538
73,0.22642372467264393
74,0.2006227523621348
75,0.7729707397130833
76,0.24386816687967883
77,0.21697102136968946
78,0.215614941770488
79,0.22435638233094465
80,0.21831544777626272
81,0.22027702595179013
82,0.22899467823241937
83,0.22585433605422225
84,0.2565854373575793
85,0.5098654102972456
86,0.5629224779590255
87,0.2155004005783823
88,0.21828224522560935
89,0.20855646486191481
90,0.19854377322945346
91,0.2459306569976836
92,0.2349486628587624
93,0.19696407543267358
94,0.23747917177365188
95,0.21423554004710324
96,0.19766741112519765
97,0.21258262419503238
98,0.20814853560028462
99,0.2137620469729188
100,0.2101123809821401
101,0.20964491716488193
102,0.22486602179403203
103,0.2005569695508944
104,0.2003311079023211
105,0.19794614738347818
106,0.2700968984319081
107,0.26489032511073113
108,0.2298565676641042
109,0.2246844787192418
110,0.4100603858385213
111,0.22275527788184143
112,0.21123879673744916
113,0.21767619394153404
114,0.23528795382109327
115,0.25755997115875734
116,0.24218139565022923
117,0.286267644971322
118,0.2243379890151101
119,0.20248217810004596
120,0.2531007258826673
121,0.20762457526889766
122,0.2265675699360445
123,0.22204255998335662
124,0.2182025903518277
125,0.9823680280841102
126,0.20343172071578478
127,0.20114236926462203
128,0.20870679126680156
129,0.204846313296988
130,0.21934732697378356
131,0.20693422198288405
132,0.22876395541239639
133,0.2183714261378049
134,0.2576801734545002
135,0.1989163412220985
136,0.24680975794863505
137,0.2230576557955124
138,0.21070391131353244
139,0.5495772264973992
140,0.22219147865147015
141,0.22262310825209458
142,0.20921672414965647
143,0.23380829904340827
144,0.22181946794782567
145,0.2221042116285093
146,0.21606658733876255
147,0.20054877941216095
148,0.2224910520385172
149,0.6360206496245512
150,0.22629741933231143
151,0.2180421070011557
152,0.23889544838197058
153,0.21932209301592526
154,0.22201834774360568
155,0.22275524496253463
156,0.219473928297027
157,0.21195416885055784
158,0.22389179100697515
159,0.2197425360468675
160,0.4174806275393034
161,0.9961026627921572
162,0.2132859747412402
163,0.22493966050250763
164,0.2182342576215323
165,0.21286671848653504
166,0.2184140443485576
167,0.21998330210820366
168,0.21406007068692504
169,0.1971935328491528
170,0.20972582944118132
171,0.9987871401000533
172,0.22758966824067775
173,0.21679194725956263
174,0.21837711292718393
175,0.2431988122546746
176,0.2264263462496911
177,0.24599982496714698
178,0.20064375683953906
179,0.20581452514141735
180,0.21100570031829938
181,0.22668687438271876
182,0.21075059806207153
183,0.21087759049125254
184,0.24006152375745127
185,0.2346407551857556
186,0.22134962548585205
187,0.21475760055456927
188,0.2560001722658746
189,0.20461904079863333
190,0.2211520605572151
191,0.21998127848147633
192,0.20004967845110713
193,0.22837009966378602
194,0.23001744667255444
195,0.20713186811502263
196,0.5738964756181546
197,0.21816866035596363
198,0.217423596319991
199,0.20969361420819535
200,0.2082071904488085
201,0.20735302442034184
202,0.2238636246339487
203,0.24299959245420436
204,0.22376963567055103
205,0.19892089689110362
206,0.2441082937241364
207,0.46717207121903576
208,0.19644243085230353
209,0.20011182107934958
210,0.2296313740798578
211,0.22448848213184264
212,0.19765344818526784
213,0.22158288877973709
214,0.23072011323447564
215,0.21430752451910243
216,0.9263019269884192
217,0.21122050478311188
218,0.21583951047841707
219,0.23062172644189863
220,0.9788408448717946
221,0.28132184607061994
222,0.22127907696008386
223,0.2180690505226688
224,1.0
225,0.21768001868342438
226,0.22485931986440352
227,0.21750523715848158
228,0.22760533652279125
229,0.21763282750441432
230,0.2160328897582108
231,0.21195023181685152
232,0.2207923882560488
233,0.20324959559660827
234,0.2055533822369746
235,0.22193902102410243
236,0.20085113747589958
237,0.21870822185967573
238,0.2028793871115968
239,0.23286580971550025
240,0.19558788159216248
241,0.24190717855006502
242,0.19879249631424695
243,0.20792505191517574
244,0.22001985560005874
245,0.2223291591917321
246,0.24613699344943438
247,0.20462654882668363
248,0.24529817484511965
249,0.23377933983481386
250,0.21181402846483194
251,0.22428303883122414
252,0.2190131421511417
253,0.2576305495740022
254,0.22133048940474545
255,0.2234509242545862
256,0.4767034636916599
257,0.20035800050676378
258,0.8907987631668545
259,0.20544784420008125
260,0.21957968585554294
261,0.20022175238882756
262,0.2215884897712199
263,0.22301140503994218
264,0.5175826856723664
265,0.20941841187009028
266,0.21009449799119453
267,0.2756589802777388
268,0.21700754401858496
269,0.7100168961328757
270,0.23188045434410368
271,0.2212915643684963
272,0.23010472001933793
273,0.21875509690921982
274,0.21814192033070592
275,0.19987733021442988
276,0.19859110498483418
277,0.19552492113218364
278,0.2085913829105025
279,0.20263875792947628
280,0.22750946771630587
281,0.9955335914767748
282,0.20892793187176834
283,0.21355000975696617
284,0.1971561905601118
285,0.21906622389507302
286,0.5468524888626275
287,0.2163475717455412
288,0.38823581000175855
289,0.22215909841726808
290,0.22470133938877757
291,0.22326833967820314
292,0.5563189843150251
293,0.23398110328395036
294,0.23531064958429587
295,0.20783235000117917
296,0.22490280983413102
297,0.2115966197486723
298,0.19790300576278877
299,0.22138362257310917
300,0.21215394758660286
301,0.21139302206826632
302,0.19451424879989682
303,0.22133719875916347
304,0.21851070709041406
305,0.21600521875291462
306,0.2195647346004016
307,0.2446047858474933
308,0.21624281344998825
309,0.21891255980381116
310,0.21239845468490212
311,0.20131791066826019
312,0.2156878951673535
313,0.23650864656778736
314,0.2279321930724861
315,0.21963854620412376
316,0.22043832445920314
317,0.2201421750786966
318,0.21770783113508302
319,0.23604937807966947
320,0.25266640216552116
321,0.22318024395370453
322,0.2217824109638026
323,0.22956905870046024
324,0.4526545701559423
325,0.20748294763609257
326,0.21292341246119253
327,0.22097887187143092
328,0.283643416517138
329,0.21425388228812242
330,0.22326549193673442
331,0.24470434532387722
332,0.23177908035888112
333,0.2001773897996851
334,0.19650997333930798
335,0.19806883730321337
336,0.20819679959412896
337,0.21474072089208243
338,0.19722369466078116
339,0.21521297098680284
340,0.5825383983002622
341,0.20182247800829062
342,0.22652115207483015
343,0.22221126480328465
344,0.21555425845581286
345,0.23585330320065265
346,0.22733332885356372
347,0.21820549737882494
348,0.7763182322104707
349,0.22926701906160996
350,0.2290329959556422
351,0.24491595264622315
352,0.2236248300221247
353,0.2153387939490166
354,0.2245658127652002
355,0.2310655223215204
356,0.22121436342020181
357,0.21571119747580939
358,0.22655662411644328
359,0.22032478752031395
360,0.2072351882441056
361,0.2179898674136595
362,0.20475931453999774
363,0.2187158988392929
364,0.23128672055241012
365,0.21433766809511526
366,0.2150550286593155
367,0.2105609697616202
368,0.21129106284704083
369,0.4648530168458453
370,0.7757654279132288
371,0.23032949928550023
372,0.21832851978973833
373,0.24371591796450873
374,0.22371068053251514
375,0.2239451724619366
376,0.19691565895797675
377,0.2118436378929894
378,0.2007901932640948
379,0.22113240824103325
380,0.2205329231986137
381,0.26497055452752927
382,0.22623980156636678
383,0.22123039469651098
384,0.1968696291871491
385,0.23689633718137543
386,0.2139551512702303
387,0.5074957537841944
388,0.20367165239239127
389,0.22128735073034667
390,0.19939218771035688
391,0.22260362642741713
392,0.21531933156332955
393,0.21442004048846441
394,0.22136861313197442
395,0.22319817858228913
396,0.5827371813903461
397,0.22868218029680432
398,0.19765304425110364
399,0.24337191395864635
400,0.21274258084981607
401,0.22433516826471855
402,0.218463410734723
403,0.2182738220116883
404,0.2282987710679442
405,0.20367158451914968
406,0.20753899496928752
407,0.2097358742376907
408,0.20746460953686796
409,0.22693201272413394
410,0.23347817159774714
411,0.2075323713152831
412,0.21836581843054706
413,0.19855663345733834
414,0.24220077324550962
415,0.20903075619018685
416,0.4804641200564087
417,0.21752466005389393
418,0.24634119471067167
419,0.22506412776232174
420,0.2066716724750231
421,0.22248936330297228
422,0.20752907420575947
423,0.2166046472951141
424,0.2238654028257909
425,0.2191297313230513
426,0.24403930584323888
427,0.2077322790030973
428,0.2218192669495634
429,0.229260490463957
430,0.19597950897648153
431,0.19930492869581848
432,0.5981572668960418
433,0.23191791150222166
434,0.20939711617672896
435,0.22637683760132707
436,0.20033911231428658
437,0.19717105111936234
438,0.19692965990492334
439,0.2279523017826871
440,0.20431434840081092
441,0.21183185466550045
442,0.6725802703268974
443,0.2154679456642104
444,0.4241383954662182
445,0.2220239952444249
446,0.28288089196755867
447,0.2460895015390947
448,0.4906313351899368
449,0.21320963027725615
450,0.9948876783142377
451,0.9980486836800039
452,0.2137771870728796
453,0.19994738595411105
454,0.25066636786699037
455,0.21010489412797712
456,0.21910179281870362
457,0.21611085509075073
458,0.23194424887367446
459,0.21263035250573362
460,0.2218134833012838
461,0.21981078489894723
462,0.3620313767941687
463,0.20693320273425833
464,0.20936122975666202
465,0.20772513195130324
